caseid,hh_size,age,sex,race,hispanic,married,gen_health,educ_level,emp_status,worker_class,industry,spouse_emp,num_children,well_rested,life_satisfaction,leisure_min,work_min
20210604210294,2,24,M,White,0,0,Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,8,210,0
20210604210304,4,24,F,White,0,0,Excellent,Masters,Employed,Private,Real Estate,Not Applicable,0,Somewhat,6,150,0
20210604210514,3,50,M,White,1,1,Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Employed,0,Somewhat,8,242,0
20210604210521,5,38,M,White,1,1,Fair,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,3,Somewhat,5,375,0
20210604210543,4,40,M,White,0,1,Good,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,A Little,7,345,0
20210604210548,4,47,F,White,0,1,Good,Professional/PhD,Employed,Private,Health Care & Social Services,Employed,2,A Little,7,120,0
20210604210576,4,36,F,White,1,1,Fair,HS Graduate,Employed,Private,Accomodation & Food Services,Employed,2,Somewhat,9,120,383
20210604210616,4,32,F,White,0,1,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Employed,2,Somewhat,10,215,0
20210604210623,2,48,F,White,0,1,Excellent,Masters,Employed,Self-Employed,Health Care & Social Services,Employed,0,Very,8,338,0
20210604210639,2,67,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,255,0
20210604210640,2,75,F,White,0,0,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,757,0
20210604210654,2,27,F,White,0,1,Good,Masters,Employed,Private,Health Care & Social Services,Employed,0,Somewhat,7,255,290
20210604210684,2,64,M,White,0,1,Fair,Professional/PhD,Employed,Government,Other Services,Employed,0,Somewhat,5,495,90
20210604210746,3,31,F,Asian/Pacific Islander,0,1,Good,Some College,Employed,Private,Health Care & Social Services,Employed,1,Very,7,225,0
20210604210756,4,48,F,White,0,1,Very Good,Some College,Employed,Self-Employed,Management & Education,Employed,2,Very,9,125,0
20210604210759,4,42,M,White,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Very,10,55,510
20210604210791,1,69,F,Black,0,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,10,795,0
20210604210796,2,58,M,White,0,1,Good,Some College,Employed,Private,Real Estate,Employed,0,Very,10,90,645
20210604210804,4,38,F,Black,0,1,Good,Bachelors,Employed,Private,Finance & Insurance,Employed,2,Somewhat,7,80,625
20210604210823,3,53,F,White,0,0,Good,Masters,Employed,Government,Management & Education,Not Applicable,0,Very,7,370,0
20210604210851,4,46,M,Asian/Pacific Islander,0,1,Excellent,Professional/PhD,Employed,Government,Other Services,Employed,2,Not at all,8,30,615
20210604210876,5,34,F,White,0,1,Good,Masters,Employed,Private,Manufacturing- Durable Goods,Employed,3,Somewhat,10,90,0
20210604210879,2,55,M,White,0,0,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,1385,0
20210604210880,4,39,M,White,1,1,Good,Middle,Employed,Private,"Agriculture, Mining, Construction",Employed,2,Somewhat,8,188,450
20210604210904,2,66,F,White,244,1,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,615,0
20210604210908,4,45,F,White,0,1,Very Good,Bachelors,Employed,Private,Real Estate,Not Employed,2,Somewhat,7,220,388
20210604210941,1,67,F,Black,0,0,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,8,0,480
20210604211005,2,58,F,White,0,1,Good,Masters,Employed,Government,Management & Education,Employed,0,Somewhat,7,155,635
20210604211014,2,49,F,Black,0,0,Good,HS Graduate,Employed,Government,Health Care & Social Services,Not Applicable,0,Somewhat,7,510,0
20210604211024,5,37,F,White,1,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,3,Somewhat,8,0,0
20210604211044,4,32,M,White,1,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,10,110,0
20210604211084,2,66,M,White,0,1,Fair,Some HS,Employed,Private,"Agriculture, Mining, Construction",Not Employed,0,Not at all,0,0,840
20210604211126,4,40,M,Black,0,1,Very Good,Masters,Employed,Private,Other Services,Not Employed,2,Somewhat,6,45,495
20210604211134,2,34,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,6,210,0
20210604211139,2,49,F,White,1,0,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,A Little,6,90,465
20210604211175,3,60,M,White,1,1,Good,Some College,Employed,Government,Other Services,Employed,0,A Little,5,205,555
20210604211179,1,63,F,White,1,0,Fair,HS Graduate,Employed,Self-Employed,Health Care & Social Services,Not Applicable,0,A Little,10,245,180
20210604211181,1,43,F,White,0,0,Fair,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,7,210,120
20210604211188,1,43,M,White,0,0,Fair,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,0,A Little,1,125,465
20210604211213,1,27,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,7,690,0
20210604211223,1,52,M,White,0,0,Good,Masters,Employed,Government,Other Services,Not Applicable,0,A Little,6,60,720
20210604211263,4,30,M,White,0,1,Good,Some HS,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,2,Somewhat,7,60,640
20210604211299,2,74,F,White,1,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,8,0,0
20210604211338,4,44,M,White,0,1,Excellent,Bachelors,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Employed,2,Very,10,232,628
20210604211347,3,47,F,White,0,1,Poor,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,6,130,0
20210604211350,1,28,F,White,1,0,Excellent,Professional/PhD,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,7,30,750
20210604211374,4,46,M,Asian/Pacific Islander,0,1,Good,Masters,Employed,Private,Real Estate,Employed,2,Very,7,120,615
20210604211402,2,73,M,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,5,120,0
20210604211414,1,71,F,White,1,0,Good,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,510,0
20210604211437,2,48,F,White,1,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,7,210,790
20210604211460,4,42,M,White,0,1,Very Good,Masters,Employed,Private,Information,Not Employed,2,Not at all,6,185,0
20210604211476,1,49,F,Black,0,0,Very Good,Some College,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,210,0
20210604211521,2,39,M,White,0,1,Very Good,Some HS,Employed,Private,Other Services,Employed,0,Very,8,573,0
20210604211524,4,48,F,White,0,1,Fair,Some College,Unemployed,Not Applicable,Other Services,Employed,2,Not at all,6,630,0
20210604211558,5,36,M,2+ Races,0,1,Good,Bachelors,Employed,Private,Other Services,Employed,3,Somewhat,8,105,490
20210604211566,2,58,F,White,0,0,Excellent,Professional/PhD,Employed,Private,Finance & Insurance,Not Applicable,0,Very,10,480,0
20210604211659,3,59,M,White,0,0,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Employed,0,Very,9,279,600
20210604211671,2,69,M,White,1,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,300,0
20210604211677,2,80,M,White,0,0,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,501,0
20210604211698,2,44,M,White,1,1,Very Good,Some College,Employed,Government,Management & Education,Not Employed,0,Somewhat,8,315,478
20210604211705,4,45,M,White,0,1,Very Good,Masters,Employed,Private,Finance & Insurance,Employed,2,Very,9,160,585
20210604211707,3,28,M,Black,0,0,Very Good,Bachelors,Employed,Private,Accomodation & Food Services,Employed,1,Very,8,348,310
20210604211712,2,56,F,White,0,0,Poor,Bachelors,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,1,145,30
20210604211723,3,58,F,White,0,1,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Somewhat,8,555,0
20210604211728,2,48,F,White,0,0,Excellent,Bachelors,Employed,Private,Finance & Insurance,Not Employed,0,Very,9,30,0
20210604211748,1,72,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,440,0
20210604211789,1,48,F,White,1,0,Fair,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,5,155,0
20210604211807,2,65,M,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,210,0
20210604211847,3,42,M,Asian/Pacific Islander,0,1,Fair,Masters,Employed,Private,Real Estate,Employed,1,Very,6,240,600
20210604211924,1,70,M,White,0,0,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,350,410
20210604212035,4,46,F,Asian/Pacific Islander,0,0,Fair,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Not at all,5,130,452
20210604212037,2,37,M,White,0,1,Excellent,Bachelors,Employed,Private,Finance & Insurance,Employed,0,Not at all,8,388,0
20210604212065,4,73,M,Black,0,1,Good,Professional/PhD,Unemployed,Not Applicable,Other Services,Not Employed,0,Very,4,235,240
20210604212089,2,45,F,White,0,1,Poor,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Not at all,7,370,0
20210604212102,2,61,F,Black,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,510,0
20210604212113,4,46,F,White,0,1,Excellent,Masters,Employed,Private,Management & Education,Employed,2,Somewhat,8,30,401
20210604212114,4,38,M,White,0,0,Very Good,Masters,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Not Employed,2,A Little,7,346,155
20210604212121,10,47,M,White,0,1,Excellent,Professional/PhD,Employed,Private,Manufacturing- Durable Goods,Not Employed,8,Very,10,60,0
20210604212144,2,72,F,Black,0,1,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,7,330,0
20210604212145,5,29,M,Black,0,1,Excellent,Some College,Unemployed,Not Applicable,Other Services,Employed,3,Very,8,110,0
20210604212147,2,72,F,White,0,1,Excellent,Bachelors,Employed,Private,Manufacturing- Durable Goods,Not Employed,0,Very,10,150,134
20210604212160,4,44,F,White,0,1,Very Good,Some College,Employed,Private,Real Estate,Employed,2,Not at all,8,500,0
20210604212189,1,85,F,White,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,830,0
20210604212232,3,62,F,White,0,1,Poor,Some College,Employed,Private,"Agriculture, Mining, Construction",Employed,0,A Little,5,610,0
20210604212296,2,39,F,Black,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,5,510,0
20210604212307,2,48,F,White,0,1,Good,Masters,Employed,Government,Management & Education,Employed,0,Somewhat,7,381,90
20210604212308,1,62,M,Black,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,6,420,0
20210604212310,1,30,M,Black,0,0,Very Good,Some College,Employed,Government,Health Care & Social Services,Not Applicable,0,Very,6,265,0
20210604212336,3,46,M,White,0,1,Very Good,Bachelors,Employed,Self-Employed,Manufacturing- Durable Goods,Not Employed,1,A Little,8,420,0
20210604212349,2,30,M,Black,0,0,Good,Some College,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Not at all,5,390,628
20210604212373,3,65,M,White,0,1,Very Good,HS Graduate,Employed,Private,Real Estate,Not Employed,1,Very,8,120,0
20210604212379,3,66,F,Black,0,0,Fair,Bachelors,Employed,Government,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,150,525
20210605210029,2,80,F,White,0,1,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Employed,0,Somewhat,8,135,480
20210605210030,2,32,F,White,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,5,210,0
20210605210035,6,44,M,White,0,1,Excellent,HS Graduate,Employed,Private,Real Estate,Employed,3,Very,9,293,0
20210605210044,1,74,M,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,7,410,0
20210605210048,2,53,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,195,0
20210605210065,1,72,F,Black,0,1,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,10,570,0
20210605210077,1,27,M,White,0,0,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,600,0
20210605210079,2,47,M,Black,0,0,Fair,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Not at all,6,200,480
20210605210081,2,85,F,White,0,1,Excellent,Bachelors,Employed,Private,Health Care & Social Services,Employed,0,Very,10,330,40
20210605210087,1,75,F,White,0,0,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,75,0
20210605210088,1,45,F,Black,0,0,Excellent,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,5,0,620
20210605210096,4,46,M,White,244,1,Very Good,HS Graduate,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Employed,2,Very,8,131,545
20210605210115,2,23,F,Asian/Pacific Islander,0,0,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,360,0
20210605210118,5,49,F,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,2,A Little,5,321,0
20210605210127,3,16,F,White,0,0,Good,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,A Little,4,550,0
20210605210128,4,16,M,White,0,0,Very Good,Some HS,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,6,25,250
20210605210138,5,16,M,2+ Races,0,0,Good,Some HS,Employed,Private,Other Services,Not Applicable,0,Very,9,140,590
20210605210152,2,20,F,White,1,0,Excellent,HS Graduate,Employed,Private,Other Services,Not Applicable,0,Somewhat,8,386,0
20210605210158,1,23,M,White,0,0,Very Good,Bachelors,Employed,Government,Management & Education,Not Applicable,0,Very,7,225,135
20210605210169,4,20,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,346,0
20210605210177,6,15,M,White,0,0,Very Good,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,330,35
20210605210181,1,22,M,White,0,0,Excellent,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,0,Somewhat,5,205,265
20210605210185,3,21,F,Black,0,0,Excellent,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,Very,6,465,0
20210605210187,7,16,M,Asian/Pacific Islander,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,395,5
20210605210201,4,16,F,White,1,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,245,0
20210605210203,2,22,F,White,0,0,Good,Some College,Employed,Private,Other Services,Not Applicable,0,Somewhat,7,120,580
20210605210208,2,22,F,White,1,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,495,0
20210605210213,7,16,M,White,1,0,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,445,0
20210605210232,3,24,M,White,0,1,Very Good,Bachelors,Employed,Private,Real Estate,Employed,1,Somewhat,6,595,0
20210605210234,4,21,F,White,0,0,Excellent,Some College,Employed,Private,Finance & Insurance,Not Applicable,0,Somewhat,7,180,450
20210605210235,3,22,F,White,0,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,2,A Little,7,608,0
20210605210236,4,17,F,White,0,0,Excellent,Some HS,Employed,Private,Accomodation & Food Services,Not Applicable,0,Somewhat,7,310,0
20210605210238,1,23,F,White,0,0,Excellent,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,2,15,420
20210605210243,2,19,M,White,1,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,746,0
20210605210251,5,18,F,White,1,0,Very Good,Some College,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,180,0
20210605210260,2,17,M,White,0,0,Very Good,Some HS,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,8,345,330
20210605210261,2,25,F,White,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Very,6,245,0
20210605210275,3,15,F,White,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,250,0
20210605210280,4,16,M,Black,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,640,0
20210605210288,2,24,F,White,0,0,Good,Some College,Employed,Private,Health Care & Social Services,Employed,0,Not at all,7,225,470
20210605210297,3,20,F,White,1,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,665,0
20210605210306,5,22,M,2+ Races,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,265,0
20210605210316,2,20,M,White,1,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,7,607,170
20210605210322,2,25,M,White,0,0,Very Good,Bachelors,Unemployed,Not Applicable,Other Services,Employed,0,Somewhat,5,375,0
20210605210324,1,25,M,2+ Races,1,0,Very Good,Bachelors,Employed,Private,Finance & Insurance,Not Applicable,0,Somewhat,8,210,492
20210605210325,4,15,F,Asian/Pacific Islander,0,0,Good,Some HS,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,305,0
20210605210334,5,16,M,White,1,0,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,180,0
20210605210339,4,22,M,White,1,0,Excellent,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Somewhat,10,380,0
20210605210346,2,24,F,Black,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,7,120,0
20210605210348,2,21,M,White,0,0,Good,HS Graduate,Employed,Private,Management & Education,Not Applicable,0,A Little,6,450,0
