INJ_BODY_PART,NARRATIVE
FINGER(S),EE loading bedrail onto mine car caught left pinky finger bedrail mine car This resulted fracture finger
KNEE,Employee walking walkway board skiff felt knee pop
FINGER(S),While EE cutting round holes liner slipped right hand cutting left thumb
FINGER(S),EE removing pin access door got finger hole pin door opened causing avulsion L index finger
BACK,Employee tightening bolts ratchet felt pain waist Employee stated okay didnt want go doctor On employee went doctor Xrays negative doctor treated back strain put work restrictions Accident became reportable time
ANKLE,Stepped one loader platform next clean windows rolled ankle
SHOULDER,Employee walking fuel center slipped hurt left shoulder
FINGER(S),Employee repositioning dumpster onto forks forklift dumpster shifted pinching left middle finger inbetween dumpster frame forklift Placing body parts inbetween stationary moving piece machinery
MULTIPLE,Skid Steer operator backing functional alarm sounding struck plant operator resulting leg anklefoot injuries plant operator
FINGER(S),Employee working crew construction seals underground He dropped concrete block mashed right thumb two blocks He required medical treatment received stitches close wound
BACK,EE helping put sled conveyor slipped hands ended catching legs pulled back
EYE(S),Mill operator received flash burns eyes welding operations Believed reflectance
FINGER(S),HYDRAULIC CRUSHER PUMP HAD BEEN REMOVED FROM CRUSHER AND WAS BEING REPAIRED IN MAINTENANCE SHOP ON WORK BENCH
EYE(S),EE building scaffold passing material overhead felt something drop right eye
FINGER(S),Employee pinched finger trying catch tripping obstruction floor
ANKLE,Forklift slipped ice The fork hit employee ankle
MULTIPLE,Miner operator attempting remove rock opposite side miner right side miner shutdown rock fell bolt approx ft x ft thick striking head pushing ground He boarded collared brought outside ambulance decided fly UPMC Presby Pittsburgh precautionary measures
BACK,The bucket Haul Truck fell causing driver hit head steering wheel The driver went ER cat scan strain cervical spine No days lost
SHOULDER,Individual carrying crib blocks tossing pile individual felt pain right shoulder Individual continued work ee could longer work
MULTIPLE,Traveling pit antifreeze seen coming radiator The operator placed hand radiator cap tighten came getting hot antifreeze arm leg
MULTIPLE,Employee cleaning ducon steam blew burned left side face left arm
FINGER(S),Gear lowered revolving frame installed crane Gear hanging approximately one inch floor slowly rotating Employees finger pinched gear wall Dragline
HAND,EE striking kicker hammer metal dislodged kicker passed glove imbedded left hand
FINGER(S),Employee said operating mantrip When tried stop brakes failed The pin came brake cable
FINGER(S),Miner carrying timber back working face slipped fell tried catch left hand fractured ring finger
ANKLE,While stepping HDPE pipe employee placed foot slightly uneven ground caused ankle turn
FINGER(S),Employee fractured right thumb got pinched hook crane pallet lifter employee attempting unhook load
MULTIPLE,EE jarred operating haul truck EE notified supervisor initially refused medical treatment EE worked last shift two days came back first scheduled work shift requested taken clinic EE placed restrictions
BACK,Injured employee operating front end loader load yard He hit pothole immediately felt pain upper back He work waiting MRI
EYE(S),Employee one two individuals welding opposite points primary crusher feed hopper Employee treated welders burns night suffering eye pain
ANKLE,Employee walking uneven surface vehicle stepped rock turnedsprained right ankle
BACK,Hurt back rising kneeling position
SHOULDER,Employee jumped platform screen unit catwalk hurting back
KNEE,Employee working dozer decided exit vehicle At time caught left foot foot rest twisted left knee Employee hurt knee th sought medical attention th November
KNEE,EE walking past section loading point Just walked past tailpiece slipped uneven bottom twisting left knee He diagnosed torn meniscus started missing work
FINGER(S),EE helping install screen crushing line cut fingers left hand requiring stitches
KNEE,Employee moving x cribbing block twisted left knee The employee initially stated desired medical care however approximately two weeks post incident employee stated need additional medical care injured knee This report filed due employee prescribed temporary knee brace
BACK,Supplying roof bolter carrying roof bolts scoop bolter Twisted felt sharp pain lower right side back
BACK,Dozer operator cleaing around tunnel large stone also later loaded boat pile This required alot backing postioning dozer dozer provide smooth ride Employee felt lower back pain got home day
FINGER(S),Employee installing tensionable sling system roof installing connecting hardware place bolter canopy inadvertently raised pinching employees left index finger roof canopy
SHOULDER,Employee barring engine diesel shop means turning engine hand wrench
MULTIPLE,WHILE STANDING NEXT TO THE BOLTER A PIECE OF ROCK FELL STRIKING EMPLOYEE ON THE HEAD SHOULDER AND RIGHT ARM
MULTIPLE,Contracted worker exiting mine bus driven mine personnel escort collided motor hauling supplies mine
FINGER(S),EE struck gloved hand handrail swinging lb sledge attempt knock loose accumulated material one bins thought built days operation The injury small avulsion outside knuckle right index finger The injury required sutures The EE released day restrictions
MULTIPLE,EE using foot long drill steel try pry keeper pins place battery scoop The drill steel slipped hit employee right side neck right jaw EE knocked unconscious approximately seconds
SHOULDER,Employee using air lance clear blockage air slide felt strained right shoulder Employee see physician felt necessary
MULTIPLE,Employee process cooling strip vessel Barron pump He connected water line system seeing drain water coming system disconnected coupling cause solution spray The employee burned face chest
SHOULDER,Employee started get supply motor put right elbow top canopy left hand handle pulled felt right shoulder pop Employee later required surgery started missing
HAND,Pinner operator putting roof bolt His hand slipped chuck got caught chuck head bolt Hand cut thumb first finger
BACK,Employee felt pain lower back climbing boat retie rope working dredge Note Employee miss work
